epoch,J,MI_lb,E_total,E_met,compute_cost,rule,lambda,gamma,seed,energy_ratio
14,-22.404561465460606,0.0981235778884852,2250.2685043349093,320.64126519110863,15,RewardHebb,0.01,0.1,1,0.2154293156364817
15,-22.436367487289758,0.0958060144369228,2253.217350172668,332.5006764598667,16,RewardHebb,0.01,0.1,1,0.21571162320978776
16,-22.198543598062063,0.0794038445852916,2227.7947442647355,315.73690512332155,17,RewardHebb,0.01,0.1,1,0.21327779161062907
17,-22.214592824728644,0.1102564201037461,2232.484924483239,325.9431819809173,18,RewardHebb,0.01,0.1,1,0.21372680572282837
18,-22.113768361470846,0.1633871219099454,2227.7155483380798,326.48047500677364,19,RewardHebb,0.01,0.1,1,0.2132702097935047
19,-22.121006039508224,0.1264533012848137,2224.745934079304,327.5142491573716,20,RewardHebb,0.01,0.1,1,0.2129859139567012
20,-21.913821622495124,0.0666160586199708,2198.043768111509,304.50526104062465,21,RewardHebb,0.01,0.1,1,0.2104295837546065
21,-22.03376085107285,0.1298646512682877,2216.3625502341138,324.3827873730809,22,RewardHebb,0.01,0.1,1,0.2121833312244592
22,-22.072541128237123,0.1364688480621803,2220.9009976299303,331.35864524195296,23,RewardHebb,0.01,0.1,1,0.21261781920429337
23,-21.94414995687554,0.1276518907634192,2207.180184763896,320.22928919938784,24,RewardHebb,0.01,0.1,1,0.21130425803592084
24,-21.888054553488296,0.1752172883121807,2206.3271841800474,320.63970298043336,25,RewardHebb,0.01,0.1,1,0.2112225960779536
25,-21.872141420297933,0.1046019193731608,2197.6743339671093,312.6982988494185,26,RewardHebb,0.01,0.1,1,0.21039421599971525
26,-21.831610944124115,0.0896573487402006,2192.1268292864315,307.64825074046,27,RewardHebb,0.01,0.1,1,0.2098631259833255
27,-21.95940856369341,0.1372789264435479,2209.6687490136965,325.34435338128105,28,RewardHebb,0.01,0.1,1,0.21154250057996357
28,-21.887750205401755,0.152573593690124,2204.032379909188,320.82686078937,29,RewardHebb,0.01,0.1,1,0.21100290313347228
29,-21.804970894950028,0.1758059859974117,2198.077688094744,315.3323050571357,30,RewardHebb,0.01,0.1,1,0.21043283108209682
30,-21.84685823802433,0.1859697829395257,2203.2828020963857,320.32234326125126,31,RewardHebb,0.01,0.1,1,0.21093114234807392
31,-21.829539263878782,0.139346806921206,2196.888607079999,314.0610293007092,32,RewardHebb,0.01,0.1,1,0.21031899448493102
32,-21.84067990283751,0.1845519894994352,2202.5231892336947,319.67925366388664,33,RewardHebb,0.01,0.1,1,0.2108584208577971
33,-21.857116247889213,0.1611520007989146,2201.8268248688128,319.05437052849766,34,RewardHebb,0.01,0.1,1,0.21079175445853357
34,-21.97120893822964,0.225981895916389,2219.719083414602,337.13284131090404,35,RewardHebb,0.01,0.1,1,0.21250466872022505
35,-21.828148285736265,0.1698128403388175,2199.7961126075083,318.3036152165333,36,RewardHebb,0.01,0.1,1,0.21059734434620045
36,-21.753255946782883,0.1546450919643516,2190.790103874723,309.1397290734774,37,RewardHebb,0.01,0.1,1,0.20973515465897755
37,-21.76006456479008,0.2229131127076886,2198.2977677497765,315.94758216399566,38,RewardHebb,0.01,0.1,1,0.21045390039421571
38,-21.84974400445808,0.2110043550877853,2206.0748359545864,323.12983046299087,39,RewardHebb,0.01,0.1,1,0.21119843753624695
39,-21.72278388756435,0.2277544999686336,2195.0538387532984,312.2700596457106,40,RewardHebb,0.01,0.1,1,0.21014334305301915
40,-21.76106392594676,0.2158783367885126,2197.6942262735274,314.0805406110746,41,RewardHebb,0.01,0.1,1,0.21039612038843591
41,-21.83692723276844,0.2054434852758264,2204.2370718044267,320.16586714806044,42,RewardHebb,0.01,0.1,1,0.21102249929936212
42,-21.897009243687894,0.2683695880205028,2216.5378831708395,332.6412695716323,43,RewardHebb,0.01,0.1,1,0.21220011671227745
43,-21.728516933348647,0.2270207203519865,2195.5537653700635,312.3164608985001,44,RewardHebb,0.01,0.1,1,0.2101912034966554
44,-21.877574217599683,0.2090804015232992,2208.6654619122983,324.69161924320963,45,RewardHebb,0.01,0.1,1,0.21144645095156378
45,-21.72394229143689,0.2152160713312048,2193.91583627681,310.44150764923404,46,RewardHebb,0.01,0.1,1,0.21003439645654398
46,-21.758986373651545,0.1329032116713531,2189.18895853229,304.9787585144245,47,RewardHebb,0.01,0.1,1,0.20958186910896856
47,-21.7522753301338,0.2433142452792815,2199.558957541308,314.96239390521544,48,RewardHebb,0.01,0.1,1,0.2105746403206529
48,-21.85086409064605,0.2390529698364463,2208.9917060482494,323.9782526605338,49,RewardHebb,0.01,0.1,1,0.21147768391367605
49,-21.78712086791913,0.2346471482853624,2202.176801620449,317.5589484486177,50,RewardHebb,0.01,0.1,1,0.21082525946113592
50,-21.819008750606752,0.2894149063601086,2210.842365696686,326.0782050694086,51,RewardHebb,0.01,0.1,1,0.2116548567002883
51,-21.813142346819188,0.2704895739666004,2208.363192078579,323.7184452380777,52,RewardHebb,0.01,0.1,1,0.21141751316778806
52,-21.84726078519345,0.2803489173395839,2212.760970253303,328.1760580592954,53,RewardHebb,0.01,0.1,1,0.2118385341884693
53,-21.75758540457432,0.2224395658601476,2198.002497043447,313.7475850628598,54,RewardHebb,0.01,0.1,1,0.21042563267146638
54,-21.82970650046143,0.278399038259316,2210.8105538720747,326.1524149592668,55,RewardHebb,0.01,0.1,1,0.211651811197233
55,-21.757365443784693,0.276573569930254,2203.3939013714944,318.93238431311306,56,RewardHebb,0.01,0.1,1,0.2109417784302829
56,-21.74060822347719,0.2647651540624673,2200.5373377539654,315.68333777246687,57,RewardHebb,0.01,0.1,1,0.21066830548960455
57,-21.7472941066793,0.2706216332760602,2201.791573995536,316.4595432474441,58,RewardHebb,0.01,0.1,1,0.2107883797183677
58,-21.8345616249959,0.2575010078593696,2209.206263285527,323.4952350749097,59,RewardHebb,0.01,0.1,1,0.21149822453747383
59,-21.765661828956077,0.3256903793061778,2209.135220826225,323.76796803809304,60,RewardHebb,0.01,0.1,1,0.21149142329204068
60,-21.808052607338315,0.3222461694510738,2213.029877678938,327.4233171571784,61,RewardHebb,0.01,0.1,1,0.21186427802417715
61,-21.77170584972512,0.2963323064674337,2206.803815619255,321.3206943804807,62,RewardHebb,0.01,0.1,1,0.21126822635921186
62,-21.74515402925177,0.2359692172379306,2198.1123246489697,312.45100273585933,63,RewardHebb,0.01,0.1,1,0.21043614701046645
63,-21.742602521117508,0.2808862251710438,2202.348874628856,316.33151820487774,64,RewardHebb,0.01,0.1,1,0.21084173285991883
64,-21.853983761856217,0.3288559562706119,2218.283971812683,331.9205177156224,65,RewardHebb,0.01,0.1,1,0.21236727840006198
65,-21.78509791344309,0.3422025975754348,2212.730051101852,326.948555080596,66,RewardHebb,0.01,0.1,1,0.21183557414542362
66,-21.72082467138188,0.2925219413939235,2201.33466127758,315.51373082350426,67,RewardHebb,0.01,0.1,1,0.21074463720766495
67,-21.743926517472268,0.326128933620029,2207.00554510923,320.6558059274984,68,RewardHebb,0.01,0.1,1,0.21128753891941754
68,-21.732494734508016,0.3131063038949127,2204.560103840293,317.9059315544835,69,RewardHebb,0.01,0.1,1,0.2110534247512721
69,-21.768647055115743,0.3458994711322276,2211.4546526247973,324.44082528532203,70,RewardHebb,0.01,0.1,1,0.21171347395135948
70,-21.84798912194831,0.3005723236372493,2214.856144558556,327.7985143617024,71,RewardHebb,0.01,0.1,1,0.21203911557058006
71,-21.6765124257703,0.3157359302018672,2199.224835597217,312.7694442927402,72,RewardHebb,0.01,0.1,1,0.21054265317706716
72,-21.67815360273501,0.3046885305968243,2198.2842133331837,311.03327714797445,73,RewardHebb,0.01,0.1,1,0.21045260276298425
73,-21.633441263233653,0.3717413333952448,2200.5182596628897,312.57147547219523,74,RewardHebb,0.01,0.1,1,0.21066647904973917
74,-21.7440517470222,0.3127269744282097,2205.677872145041,316.7599810795934,75,RewardHebb,0.01,0.1,1,0.21116043423057118
75,-21.65498163766686,0.3195606511962046,2197.4542288863067,308.50171343769125,76,RewardHebb,0.01,0.1,1,0.21037314425346185
76,-21.722289942592937,0.3860902682168978,2210.8380210809837,321.19048199760744,77,RewardHebb,0.01,0.1,1,0.2116544407687736
77,-21.755902873350266,0.3221024622660797,2207.8005335616344,318.0234436519808,78,RewardHebb,0.01,0.1,1,0.21136364708958058
78,-21.826913271114705,0.3749045938586874,2220.181786497339,330.5509301437248,79,RewardHebb,0.01,0.1,1,0.21254896557114078
79,-21.691484075460536,0.3396027917870041,2203.108686724754,314.1931732490055,80,RewardHebb,0.01,0.1,1,0.21091447342377437
80,-21.75876480506085,0.3828143457306825,2214.157915079153,324.81129158320323,81,RewardHebb,0.01,0.1,1,0.21197227061469356
81,-21.666464291739004,0.3949281680847436,2206.139245982374,316.92476748889175,82,RewardHebb,0.01,0.1,1,0.21120460382626066
82,-21.67303356715773,0.3450649614852574,2201.809852864299,311.9961855036919,83,RewardHebb,0.01,0.1,1,0.21079012964473454
83,-21.572439276213444,0.3303366078461165,2190.277588405956,299.98442566770655,84,RewardHebb,0.01,0.1,1,0.209686089022376
84,-21.78135375524716,0.2967181642616423,2207.80719195088,316.3794235024436,85,RewardHebb,0.01,0.1,1,0.21136428453006187
85,-21.779759784474685,0.4036035902176871,2218.336337469237,327.43079256604324,86,RewardHebb,0.01,0.1,1,0.212372291622943
86,-21.663692461534296,0.3881100863066908,2205.180254784099,314.75030302735354,87,RewardHebb,0.01,0.1,1,0.21111279486339785
87,-21.77042214440012,0.3933515970043464,2216.3773741404466,325.46136301775744,88,RewardHebb,0.01,0.1,1,0.21218475039021217
88,-21.69981428869493,0.4252065448012425,2212.5020833496174,321.9879344057217,89,RewardHebb,0.01,0.1,1,0.21181374966680852
89,-21.638199910968687,0.378650140032065,2201.685005100075,310.9683350260731,90,RewardHebb,0.01,0.1,1,0.2107781773517732
90,-21.657535386862016,0.3591510712948649,2201.668645815688,310.3161564981972,91,RewardHebb,0.01,0.1,1,0.21077661119669744
91,-21.73824758563496,0.4399605352472777,2217.820812088224,326.03892901964554,92,RewardHebb,0.01,0.1,1,0.21232293783257933
92,-21.56884248078975,0.4201386398166566,2198.898112060641,307.3525223229446,93,RewardHebb,0.01,0.1,1,0.2105113743195658
93,-21.798408524630812,0.4647082192939029,2226.311674392472,333.70397287334305,94,RewardHebb,0.01,0.1,1,0.21313581000843035
94,-21.785951039451856,0.4062493623191701,2219.2200401771024,327.4491293571438,95,RewardHebb,0.01,0.1,1,0.21245689284684793
95,-21.62993562968146,0.4024486760488663,2203.2384305730325,312.10138649912506,96,RewardHebb,0.01,0.1,1,0.2109268944430389
96,-21.66144607424989,0.4212697859552019,2208.2715860205094,316.48525866427207,97,RewardHebb,0.01,0.1,1,0.2114087432675028
97,-21.62071708790448,0.4328135840080049,2205.353067191249,313.21759499536074,98,RewardHebb,0.01,0.1,1,0.21112933904847359
98,-21.65286028806308,0.3907734406561607,2204.363372871924,311.60569832706,99,RewardHebb,0.01,0.1,1,0.21103459072422218
99,-21.707491773423115,0.4292814649962091,2213.6773238419323,320.60688796331453,100,RewardHebb,0.01,0.1,1,0.21192626124241826
100,-21.725583402739964,0.4192275481586591,2214.4810950898623,321.5485536944744,101,RewardHebb,0.01,0.1,1,0.21200321023296595
101,-21.62804188881377,0.4544877790364738,2208.252966785024,315.58796711224795,102,RewardHebb,0.01,0.1,1,0.21140696075614893
102,-21.73391502334139,0.4194858361430462,2215.340085948444,322.1574067466746,103,RewardHebb,0.01,0.1,1,0.2120854456695131
103,-21.70847494977885,0.4381394488353498,2214.66143986142,321.8362445740204,104,RewardHebb,0.01,0.1,1,0.21202047552848088
104,-21.52337271376254,0.4382404653898115,2196.161317915235,303.45856968087713,105,RewardHebb,0.01,0.1,1,0.21024936750186962
105,-21.7111399510638,0.4143121366897371,2212.545208775354,318.59167126985017,106,RewardHebb,0.01,0.1,1,0.21181787827676551
106,-21.709853926112267,0.423721989490585,2213.357591560285,319.6657997218637,107,RewardHebb,0.01,0.1,1,0.2118956516922737
107,-21.5962822676919,0.4631603745349437,2205.9442642226845,312.47979179184915,108,RewardHebb,0.01,0.1,1,0.2111859372595951
108,-21.67707302233613,0.4758762535220295,2215.2949275858164,321.16545441374,109,RewardHebb,0.01,0.1,1,0.21208112243646893
109,-21.78428717255672,0.4426933511561204,2222.698052371284,328.58526534034286,110,RewardHebb,0.01,0.1,1,0.21278986012845214
110,-21.65677709041672,0.4277634721233738,2208.454056254009,315.2261908402679,111,RewardHebb,0.01,0.1,1,0.2114262120439849
111,-21.7569797020984,0.4902976043712592,2224.727730646966,331.2745668453477,112,RewardHebb,0.01,0.1,1,0.21298417125223582
112,-21.60078020884395,0.4205814273249428,2202.136163616889,309.2854154867829,113,RewardHebb,0.01,0.1,1,0.2108213689843866
113,-21.664299202522045,0.447080433709587,2211.137963623163,317.6134413374183,114,RewardHebb,0.01,0.1,1,0.21168315574943813
114,-21.59169969512518,0.4438396065784311,2203.553930170361,309.89581251797176,115,RewardHebb,0.01,0.1,1,0.21095709877741284
115,-21.52809198518124,0.4660700813749274,2199.4162066556164,305.0956293958884,116,RewardHebb,0.01,0.1,1,0.21056097407346872
116,-21.641821582303585,0.4878419532623406,2212.9663535565924,317.5923745512698,117,RewardHebb,0.01,0.1,1,0.21185819654626595
117,-21.55649924428377,0.4666692832556762,2202.3168527539447,306.8273350657557,118,RewardHebb,0.01,0.1,1,0.21083866724771114
118,-21.72369287637617,0.5039682547841684,2222.766113116034,326.54266756868446,119,RewardHebb,0.01,0.1,1,0.2127963759196277
119,-21.708538616796865,0.5073824555659181,2221.592107236278,325.99884903267576,120,RewardHebb,0.01,0.1,1,0.21268398253957468
120,-21.616046846474013,0.4935091498739385,2210.955599634795,315.8052068391181,121,RewardHebb,0.01,0.1,1,0.21166569714432715
121,-21.57681645957205,0.4721719202861978,2204.8988379858247,309.4202819005735,122,RewardHebb,0.01,0.1,1,0.21108585344367659
122,-21.815652211814783,0.5216579601387967,2233.7310171953577,337.6722737371196,123,RewardHebb,0.01,0.1,1,0.21384610033130474
123,-21.62818519259249,0.5595784155662682,2218.776360815876,324.1305486282784,124,RewardHebb,0.01,0.1,1,0.21241441723073062
124,-21.758561415197583,0.5162535236323764,2227.481493882996,332.55255803510386,125,RewardHebb,0.01,0.1,1,0.21324780260476997
125,-21.648573092303117,0.5170822770059118,2216.5655369309025,322.44560846502463,126,RewardHebb,0.01,0.1,1,0.2122027641432812
126,-21.764294655569607,0.5013402029602783,2226.5634858529884,332.2746511829075,127,RewardHebb,0.01,0.1,1,0.21315991716297833
127,-21.619434856114523,0.5491688313940344,2216.860368750856,323.36380842053586,128,RewardHebb,0.01,0.1,1,0.21223098984927058
128,-21.70168157634157,0.5530131727016809,2225.469474904325,331.5110118783557,129,RewardHebb,0.01,0.1,1,0.21305518209268992
129,-21.61910463626742,0.5459652472974867,2216.50698835649,322.7954177841898,130,RewardHebb,0.01,0.1,1,0.2121971589991427
130,-21.600194050000194,0.5352470062864372,2213.544105628663,319.39221694074155,131,RewardHebb,0.01,0.1,1,0.21191350760503694
131,-21.477417593090895,0.533589958941393,2201.1007552032293,306.41162542092025,132,RewardHebb,0.01,0.1,1,0.21072224422415056
132,-21.53406587493677,0.5420179896050721,2207.6083864541843,311.54585237370867,133,RewardHebb,0.01,0.1,1,0.2113452518981713
133,-21.66106985983082,0.5633548313652526,2222.4424691196077,325.5451491202566,134,RewardHebb,0.01,0.1,1,0.21276539188171148
134,-21.639924111339763,0.6203245953417378,2226.02487066815,329.3525857139378,135,RewardHebb,0.01,0.1,1,0.21310835287167815
135,-21.78430810155342,0.5303899723976166,2231.469807395104,334.8329388639252,136,RewardHebb,0.01,0.1,1,0.21362962355138237
136,-21.50007629861,0.5403712957016547,2204.044759431165,308.6344544398871,137,RewardHebb,0.01,0.1,1,0.21100408828624062
137,-21.58060923545237,0.5261360830133022,2210.674531846568,314.1406406859844,138,RewardHebb,0.01,0.1,1,0.21163878913706108
138,-21.496764648236837,0.5552225865810723,2205.1987234817907,308.24213031701925,139,RewardHebb,0.01,0.1,1,0.21111456296302542
139,-21.644996919447717,0.5780001671777324,2222.2997086625446,324.3396996118383,140,RewardHebb,0.01,0.1,1,0.21275172471821263
140,-21.53779972072491,0.5734864745093624,2211.128619523427,313.3935897207564,141,RewardHebb,0.01,0.1,1,0.2116822611926297
141,-21.676518845729188,0.5212019133313248,2219.772075906051,321.408129587874,142,RewardHebb,0.01,0.1,1,0.21250974195310582
142,-21.5198716233565,0.5130373657419254,2203.290898909843,305.4361067576507,143,RewardHebb,0.01,0.1,1,0.21093191749600784
143,-21.466262970100384,0.5205146815524988,2198.6777651652883,300.09786886231683,144,RewardHebb,0.01,0.1,1,0.2104902794232114
144,-21.637409203203124,0.6076070694089961,2224.501627261212,324.8973382021732,145,RewardHebb,0.01,0.1,1,0.21296252525863008
145,-21.55132368659723,0.5717104123158467,2212.303409891307,313.04534557577426,146,RewardHebb,0.01,0.1,1,0.2117947296756046
146,-21.583701396715696,0.5764411629864785,2216.014255970217,316.3975876672389,147,RewardHebb,0.01,0.1,1,0.21214998729471624
147,-21.629756265170474,0.5840394734077301,2221.379573857821,321.68621380937793,148,RewardHebb,0.01,0.1,1,0.2126636356697755
148,-21.51009619634649,0.574136542931087,2208.4232739277577,309.0242024167486,149,RewardHebb,0.01,0.1,1,0.2114232650998912
149,-21.635456306984373,0.5880067901025212,2222.3463097086897,322.29953865920754,150,RewardHebb,0.01,0.1,1,0.21275618606647378
150,-21.625385008649687,0.6391100872869933,2226.449509593668,326.7814841203274,151,RewardHebb,0.01,0.1,1,0.21314900565286438
151,-21.63654830787744,0.6283157114731068,2226.486401935055,327.0824928984779,152,RewardHebb,0.01,0.1,1,0.21315253753887792
152,-21.652617989637235,0.5861966392539597,2223.88146288912,324.8070309494308,153,RewardHebb,0.01,0.1,1,0.21290315386094819
153,-21.5765718074904,0.6260192497959771,2220.259105728637,321.60475785238987,154,RewardHebb,0.01,0.1,1,0.21255636772295156
154,-21.716162596796487,0.6324608640337157,2234.8623460830204,335.9822356973234,155,RewardHebb,0.01,0.1,1,0.21395440803216775
155,-21.570568298099776,0.6070624416837922,2217.7630739783567,319.83305375101315,156,RewardHebb,0.01,0.1,1,0.21231741027821374
156,-21.597924241656106,0.6064921922327224,2220.4416433888828,322.1715216112343,157,RewardHebb,0.01,0.1,1,0.21257384295452897
157,-21.434041750768557,0.5867990870621398,2202.084083783069,303.7237392552212,158,RewardHebb,0.01,0.1,1,0.21081638312472736
158,-21.46013632102512,0.6249648244646915,2208.510114548981,308.8721323737502,159,RewardHebb,0.01,0.1,1,0.2114315787813757
159,-21.57323107694328,0.6429913419597821,2221.6222418903058,321.00656414911634,160,RewardHebb,0.01,0.1,1,0.21268686747880822
160,-21.50441911787225,0.6953407466755603,2219.9759864547805,319.32471480147154,161,RewardHebb,0.01,0.1,1,0.21252926331683605
161,-21.50534746922953,0.6070139414061133,2211.2361410635644,310.0135380621971,162,RewardHebb,0.01,0.1,1,0.2116925547606032
